headline,date,description,url
Tensions high in Middle East amid uncertainty over what Israel will do,"Apr 16, 2024",Israel’s war cabinet weighs how it will respond to Iran’s unprecedented aerial assault on its territory as allies urge restraint. CNN International Diplomatic Editor Nic Robertson reports from Jerusalem.,https://www.cnn.com/2024/04/16/world/video/israel-iran-robertson-pkg-041612aseg1-cnni-world-fast
Can China play a role in avoiding an all-out war in the Middle East?,"Apr 16, 2024","China has voiced “deep concern” over escalating tensions in the Middle East, where Beijing has pledged to play peacemaker and promote its own security vision.",https://www.cnn.com/2024/04/15/china/china-israel-iran-mediator-intl-hnk/index.html
Allies urge caution as Israel weighs response to Iran,"Apr 16, 2024","Isa Soares speaks with Alon Pinkas, Former Israeli Consul General, as allies around the world call for cooler heads while Israel vows to “exact a price” from Iran.",https://www.cnn.com/2024/04/15/world/video/allies-israel-iran-pinkas-intv-041502pseg1-cnni-world-fast
"Israel delays Rafah offensive plans amid heated debate over response to Iranian attack, sources say","Apr 16, 2024","Israel was set to take its first steps towards a ground offensive on the Gaza city of Rafah but delayed that campaign after Iran’s weekend attack on their country, which has sparked a heated debate in the Israeli war cabinet over how to respond, Israeli ...",https://www.cnn.com/2024/04/15/middleeast/israel-war-cabinet-iran-debate-intl/index.html
Palestinians head to northern Gaza,"Apr 16, 2024","On April 14, thousands of Palestinians attempted to return to northern Gaza as the IDF warn that the area is still a “dangerous combat zone.”",https://www.cnn.com/videos/world/2024/04/15/palestinians-gaza-idf-digvid-ldn-orig.cnn
Why Iran attacked Israel and what comes next,"Apr 16, 2024","The wave of drones and missiles that flew towards Israel overnight on Sunday brought with it a new phase of tension, uncertainty and confrontation in the Middle East.",https://www.cnn.com/2024/04/14/middleeast/why-iran-attack-israel-intl/index.html
"""An escalatory spiral"": Former U.S. Ambassador to Israel warns of a fragile regional stability in the Middle East","Apr 16, 2024","Christiane Amanpour speaks with Former U.S. Ambassador to Israel, Daniel Kurtzer, about the slim chances of de-escalation in the Middle East following Iran’s attack on Israel and how if Israel does decide to do something to lead to a more significant ...",https://www.cnn.com/2024/04/15/world/video/daniel-kurtzer-live-041501pseg1-cnni-world
Israeli war cabinet debates on how to respond to Iran’s attack,"Apr 16, 2024","Firas Maksad, Director of Outreach at Middle East Institute, tells Becky that although Arab leaders and U.S. are calling for a de-escalation, they are still expecting an Israeli response as this is the first direct Iranian attack on Israel.",https://www.cnn.com/2024/04/15/world/video/ctw-israeli-response-becky-anderson-firas-maksad-live-041510aseg1-cnni-world-fast
How the Israel-Iran conflict could send oil prices higher,"Apr 15, 2024","Iran’s unprecedented attack on Israel over the weekend has ratcheted up tensions in the oil-rich Middle East yet again, threatening to send fuel prices skyward if the conflict escalates and disrupts global supplies.",https://www.cnn.com/2024/04/15/energy/oil-market-iran-israel-conflict/index.html
Regional tensions rise after Iran's attack on Israel,"Apr 15, 2024","As Israel weighs its response to Iran’s unprecedented attack, CNN’s Ben Wedeman explains why countries in the region are on edge.",https://www.cnn.com/2024/04/15/world/video/israel-iran-attack-regional-tensions-wedeman-liveshot-041508aseg1-cnni-world-fast
'It's a very dangerous moment': Tensions high in Middle East after Iran attack on Israel,"Apr 15, 2024","CNN’s Max Foster talks to Arash Azizi, author of “The Shadow Commander” and “What Iranians Want” about what he believes Iran may have been trying to achieve with this weekend’s attack on Israel.",https://www.cnn.com/2024/04/15/world/video/iran-israel-attack-what-next-arash-azizi-intv-041502aseg2-cnni-world-fast
Middle East countries call for restraint in Israel-Iran conflict,"Apr 15, 2024","Countries in the Middle East are calling for restraint on both sides of the Israel-Iran conflict. Becky Anderson speaks with journalist Abas Aslani in Tehran, who claims that Iran’s attacks were intentionally meant not to cause casualties.",https://www.cnn.com/2024/04/15/world/video/countries-call-for-restraint-abas-aslani-intv-041401aseg1-cnni-world-fast
Iran’s attack seemed planned to minimize casualties while maximizing spectacle,"Apr 15, 2024","A decades-long shadow war burst out into the open overnight as Iranian drones and missiles lit up the night sky in Israel and the occupied West Bank. Tehran’s operation was highly choreographed, apparently designed to minimize casualties while ...",https://www.cnn.com/2024/04/14/middleeast/iran-israel-attack-drones-analysis-intl/index.html
Israel vows to ‘exact a price’ after unprecedented Iranian attack while world leaders call for restraint,"Apr 15, 2024","Israel’s three-man war cabinet is weighing the country’s response to an unprecedented overnight barrage of drone and missile strikes from Iran, which for several hours threatened to tip the crisis in the Middle East into an untempered ...",https://www.cnn.com/2024/04/14/middleeast/israel-iran-attack-response-intl/index.html
Retired colonel says this shows 'Iranians clearly sending signal' to the US,"Apr 15, 2024",Retired Air Force Colonel Cedric Leighton talks with CNN’s Jim Sciutto about the Iran attack on Israel.,https://www.cnn.com/videos/world/2024/04/14/iran-missile-israel-turkey-leighton-sot-vpx.cnn
Opinion: What does Iran really want?,"Apr 15, 2024","Iran’s missile and drone attack against Israel was a result of both the Iranian regime’s nature and of policy reversals and blunders by the US, writes Peter Bergen.",https://www.cnn.com/2024/04/14/opinions/iran-strikes-israel-what-it-wants-bergen/index.html
"Thousands of Palestinians attempt to return home to northern Gaza, but face Israeli fire","Apr 15, 2024",Video filmed by a CNN stringer shows a coastal road filled with Palestinians heading north for the first time in such numbers. The IDF says such journeys are not permitted.,https://www.cnn.com/2024/04/14/middleeast/palestinians-return-northern-gaza-intl-latam/index.html
On GPS: Iran-Israel confrontation is part of a global conflict,"Apr 15, 2024","David Sanger, author of “New Cold Wars,” and former State Department adviser Vali Nasr tell Fareed why it’s so difficult to restrain Iran today amid the rivalry that pits the US against Russia and China.",https://www.cnn.com/videos/world/2024/04/14/gps-0414-iran-israel-global-conflict.cnn
On GPS: Will we see an escalation between Iran and Israel?,"Apr 15, 2024",Fareed talks to Johns Hopkins professor Vali Nasr and New York Times correspondent David Sanger about why Iran chose to attack Israel – and whether this will fuel an uncontrolled escalation.,https://www.cnn.com/videos/world/2024/04/14/gps-0414-iran-strikes-israel.cnn
How Israel and allied defenses intercepted more than 300 Iranian missiles and drones,"Apr 15, 2024","Almost all the ballistic missiles and drones Iran launched at Israel in an unprecedented attack late Saturday were intercepted and failed to meet their mark, according to Israel and the United States officials, highlighting the formidable, and ...",https://www.cnn.com/2024/04/14/middleeast/israel-air-missile-defense-iran-attack-intl-hnk-ml/index.html
"As Iran attacks Israel, Biden confronts an escalating Middle East crisis he had hoped to avoid","Apr 14, 2024","For President Joe Biden, an attack on Israel launched from Iranian soil amounts to a scenario he’d greatly sought to avoid since the start of the current Middle East conflict.",https://www.cnn.com/2024/04/13/politics/biden-iran-israel-attack/index.html
Israeli security cabinet authorizes war cabinet to decide response to Iran attack,"Apr 14, 2024","CNN’s Alex Marquardt speaks with Sanam Vakil, the Director of the Middle East and North Africa Programme at Chatham House, about the continuing Israel-Iran tensions.",https://www.cnn.com/2024/04/14/world/video/sanam-vakil-iran-tensions-intv-041404aseg1-cnni-world-fast
"Israel, foreign leaders react to Iran's attack on Israel","Apr 14, 2024",Iran launched more than 300 projectiles toward Israel in an attack that Iran claims was “self defense” following a deadly airstrike on their Syrian embassy earlier this month. Yaakov Katz of the Jerusalem Post breaks down how Israel might respond.,https://www.cnn.com/2024/04/14/world/video/jerusalem-post-columnist-analysis-yaakov-katz-intv-fst-041403aseg1-cnni-world-fast
Israel: 300+ projectiles were fired by Iran towards Israel,"Apr 14, 2024","CNN’s Becky Anderson speaks to Harel Chorev, a senior researcher at Tel Aviv University, about Iran’s retaliatory strikes on Israel.",https://www.cnn.com/2024/04/14/world/video/iran-israel-strikes-anderson-intv-chorev-04141aseg1-cnni-world-fast
Carnegie Middle East Center director shares insight into Iran's attack and its regional impact,"Apr 14, 2024","As the Middle East reacts to Iran’s attack on Israel, Director of Carnegie Middle East Center Maha Yahya shares the latest concerns about Israel’s possible response.",https://www.cnn.com/2024/04/14/world/video/middle-east-expert-analysis-maha-yahya-intv-fst-041403aseg2-cnni-world-fast
Reaction to Iran's attack on Israel: A mix of condemnation and concern,"Apr 14, 2024","The reaction to Iran’s attack on Israel is a mixture of condemnation and concern from European and Middle Eastern countries. Becky Anderson speaks with Gideon Levy, a former adviser to Shimon Peres, and a columnist with Haaretz.",https://www.cnn.com/2024/04/14/world/video/international-reaction-iran-israel-attack-gideon-levy-intv-041402aseg2-cnni-world-fast
Israel: 300+ Projectiles fired by Iran towards Israel,"Apr 14, 2024","CNN’s Becky Anderson speaks to Harel chorev, a senior researcher at Tel Aviv University about Iran’s retaliatory strikes on Israel.",https://www.cnn.com/2024/04/14/world/video/iran-israel-strikes-anderson-intv-04141aseg1-cnni-world-fast
Iran launches unprecedented retaliatory strikes on Israel in major escalation of widening conflict,"Apr 14, 2024","Iran has launched a wave of strikes toward Israel in retaliation for last week’s deadly Israeli strike on an Iranian embassy complex in Syria, in an unprecedented move by Tehran that could further widen the ongoing conflict in the Middle East.",https://www.cnn.com/2024/04/13/middleeast/iran-drones-attack-israel-intl-latam/index.html
Retired Lt. general predicts more attacks following drone strikes launched by Iran,"Apr 14, 2024","Iran has launched dozens of drones toward Israel, an Israeli military official says. Retired Lieutenant General Mark Hertling joins a CNN panel to discuss.",https://www.cnn.com/videos/world/2024/04/13/iran-drones-attack-israel-general-mark-hertling-vpx.cnn
Iranian navy seizes Israel-linked container ship amid escalating tensions in Middle East,"Apr 14, 2024","Iran’s Revolutionary Guard Corps (IRGC) Navy has seized a container ship in a helicopter operation near the Strait of Hormuz, state news agency IRNA reported on Saturday.",https://www.cnn.com/2024/04/13/middleeast/iran-navy-container-ship-israel-intl/index.html
Hundreds of Israeli settlers attack Palestinian villages in the occupied West Bank after missing Israeli boy found dead,"Apr 14, 2024","Hundreds of Israeli settlers are surrounding Palestinian towns and attacking residents across the occupied West Bank as of Saturday afternoon, eyewitnesses told CNN, after an Israeli boy who had gone missing from a settlement was found dead.",https://www.cnn.com/2024/04/13/world/israeli-settlers-mobilize-across-west-bank-intl/index.html
